,Ticker,ESG Score
186,KLCCX,22.45
187,PRFDX,25.73
188,RYSIX,21.64
189,FCPGX,27.47
190,VNVAX,26.0
191,HWVIX,29.64
192,AVEMX,25.59
193,WAGOX,25.31
194,OINCX,22.92
195,FDTOX,22.78
196,NWUCX,26.73
197,FISPX,22.03
198,FOCWX,23.49
199,INDIX,27.05
200,RINYX,22.76
201,ATDIX,22.79
202,UBVSX,27.25
203,CIRFX,23.74
204,CGMRX,23.62
205,DEGCX,19.53
206,FATWX,24.13
207,MDLOX,22.64
208,HILIX,25.94
209,EAAIX,23.54
210,EKHCX,24.44
211,HCMDX,20.86
212,NOEMX,26.89
213,USAUX,21.05
214,MFRFX,22.34
215,XU8P.SG,30.99
216,PGNAX,35.14
217,VMCPX,23.16
218,ROBC.AS,21.51
219,FNPSX,20.65
220,TRLIX,23.36
221,FABZX,25.09
222,MLVPX,22.49
223,QMLFX,24.37
224,VWMCX,25.65
225,WASYX,23.82
226,SIMTX,21.53
227,SMMIX,22.57
228,JEVRX,27.86
229,TMAPX,24.64
230,SREQX,16.95
231,BCMAX,22.85
232,SCWFX,26.16
233,PSBMX,28.59
234,ASVIX,25.25
235,KAUAX,27.61
236,HDMBX,27.78
237,JPDVX,23.51
238,BWLIX,23.2
239,REPSX,15.77
240,RYZAX,23.91
241,FH5R.SW,30.1
242,PLGIX,21.63
243,MPACX,27.46
244,VADRX,23.01
245,DEQCX,20.59
246,ROFRX,29.81
247,HAINX,22.64
248,NBMLX,23.42
249,QUPM.SW,40.17
250,MMEYX,28.95
251,WSCGX,27.23
252,ECCPX,20.65
253,EVCGX,22.9
254,THGRX,26.23
255,PSPFX,31.59
256,VASGX,23.3
257,RDWBX,26.43
258,USGRX,21.65
259,FSEA.SW,23.69
260,SSIEV.CO,24.27
261,S2584.MC,21.87
262,GAIOX,23.57
263,IVWCX,23.23
264,SRJAX,22.6
265,TILIX,20.67
266,GCCEX,23.98
267,RBLSX,24.19
268,GASFX,30.2
269,RICEX,23.49
270,ESVAX,24.26
271,IVTBX,24.38
272,JCNIX,25.38
273,VBAIX,22.86
274,PAEBX,22.9
275,IDVCX,22.08
276,PSGLX,22.88
277,INBUMEXB-1.MX,28.17
278,VMCIX,23.16
279,VUSCX,22.96
280,JEEDX,25.78
281,JLIHX,23.78
282,LSSIX,29.34
283,MTINX,24.02
284,WPSGX,20.1
285,FMPTX,23.33
286,RYVVX,23.91
287,FTFFX,23.58
288,IRMTX,23.6
289,OGLCX,20.15
290,MMGEX,27.97
291,TWGIX,20.16
292,KGDCX,27.14
293,QRSVX,26.35
294,JHMSX,23.71
295,LDMOX,27.15
296,CSGRX,21.93
297,WFKRX,24.53
298,JCONX,25.38
299,VSCIX,26.39
300,BGRWX,20.93
301,ESPNX,31.08
302,MYITX,22.93
303,VGECX,19.92
304,TVFVX,28.23
305,BISAX,27.73
306,FAETX,23.55
307,PURAX,16.16
308,GSRCX,22.88
309,BDSYX,23.0
310,NWHUX,20.7
311,RMIAX,22.84
312,FOVCX,27.83
313,WWIAX,23.97
314,BALPX,25.24
315,URSIX,23.39
316,FGIQX,23.25
317,DDDAX,26.0
318,PFPFX,24.42
319,MGQSX,19.83
320,FGILX,21.96
321,NAVFX,22.76
322,GTSAX,26.58
323,JLPSX,21.89
324,JOPPX,25.97
325,CGRYX,26.54
326,LICQX,21.91
327,RGBEX,24.13
328,STLEX,23.76
329,EMRYX,24.7
330,BCGPX,23.27
331,FCNKX,21.59
332,RYOTX,29.33
333,SGENX,22.97
334,JHSRX,25.63
335,NIEYX,19.91
336,JOBEX,23.08
337,FNITX,21.93
338,SINAX,22.1
339,PEEAX,23.13
340,KBEPF.AS,14.17
341,OTCYX,21.5
342,VTWIX,23.27
343,SHRAX,21.93
344,MTPKX,24.04
345,S3377.MC,21.87
346,QBNAX,26.86
347,LMYIX,32.89
348,MUTHX,24.09
349,VKMGX,22.96
350,SMERX,26.09
351,MRIGX,24.59
352,OLGAX,21.61
353,GMCQX,20.95
354,AGREX,16.09
355,GAGEX,34.36
356,GDMZX,23.89
357,HDGIX,22.42
358,EVTMX,21.62
359,WEIAX,26.56
360,MTRRX,23.33
361,NMIEX,22.42
362,VGTSX,24.19
363,MRDVX,24.87
364,DISVX,27.85
365,LMISX,22.07
366,ANFCX,22.69
367,MYEMX,29.41
368,CECYX,22.03
369,TLCYX,20.27
370,BBVAEMGPV.MX,27.89
371,DFCEX,28.11
372,ADGCX,21.23
373,NICSX,20.79
374,AAAPX,22.46
375,ASRLX,22.95
376,TRECX,30.9
377,VMGRX,23.05
378,FRDPX,22.34
379,JAQSX,23.41
380,TIGRX,22.4
381,FGTZX,22.17
382,NWHLX,22.86
383,WSTCX,21.75
384,RLISX,23.64
385,RDITX,23.51
386,DWAFX,22.36
387,SUHCX,26.31
388,JYIINA.CO,26.81
389,PSCRX,30.25
390,TWVLX,24.52
391,JRBYX,23.52
392,WLGRX,19.3
393,DWUSX,27.39
394,MMYLX,26.64
395,FHKAX,25.04
396,TLHIX,23.03
397,AFNIX,21.96
398,TEDSX,24.7
399,HLIEX,22.92
400,S3007.MC,22.83
401,IRMPX,22.6
402,535276.BO,26.61
403,FDYNX,22.28
404,HWVAX,29.64
405,DKIEEU.CO,31.13
406,FIEUX,23.2
407,ITCSX,24.16
408,JABAX,21.26
409,DIVPX,21.75
410,HFOCX,22.34
411,RELRX,23.93
412,FKBSX,28.56
413,MRSJX,21.37
414,CIOAX,22.39
415,CIBCX,23.74
416,ITFEX,22.79
417,MAGJX,22.69
418,GBLEX,24.13
419,MNMCX,23.97
420,RYHRX,16.5
421,QLSCX,28.84
422,IUERX,20.04
423,JPLGX,24.54
424,WASAX,23.82
425,GWOAX,22.57
426,HDSVX,29.02
427,FBGRX,22.0
428,DFIEX,24.18
429,FGIPX,23.25
430,QDVCX,24.4
431,DREGX,24.54
432,RTDYX,22.06
433,GARIX,23.4
434,LIORX,25.65
435,GCTIX,22.66
436,JNOSX,22.61
437,RPMVX,26.63
438,SCMIX,20.8
439,THBVX,30.1
440,RYIUX,24.81
441,IYGOX,31.65
442,GRLLX,22.04
443,S1794.MC,22.74
444,GSPCX,22.03
445,AACIX,26.28
446,HAOYX,21.67
447,BWLAX,23.2
448,HLPPX,19.79
449,NWQAX,25.27
450,JTUCX,28.73
451,JMVNX,26.6
452,GAGAX,22.93
453,BFTIX,21.55
454,WFIVX,22.72
455,FFDKX,20.33
456,WMFFX,23.2
457,S3563.MC,26.11
458,AKREX,17.95
459,MSCYX,27.97
460,JCPRX,21.89
461,SEPKX,23.25
462,MCDFX,28.9
463,NPNCX,28.59
464,NMIAX,22.03
465,BPLSX,24.27
466,DISRX,19.9
467,LTRIX,22.97
468,JICCX,17.61
469,FEATX,24.3
470,MTOAX,24.06
471,RGAGX,23.63
472,FDESX,22.78
473,MEURX,22.8
474,PABAX,22.97
475,UI26.SW,19.38
476,PCGJX,22.83
477,PNBAX,22.31
478,FIREX,17.92
479,VTSNX,24.19
480,JGYBX,23.53
481,VWIAX,24.7
482,LDIFX,21.8
483,NSCRX,28.67
484,BX+CAPB-E1.MX,29.51
485,ECOIX,25.21
486,FMGEX,21.81
487,HAVGX,19.88
488,EITIX,22.06
489,IIIIX,22.31
490,MTZKX,23.5
491,HAIDK.CO,21.42
492,AEDNX,27.61
493,RSLAX,26.16
494,ABSIX,24.88
495,HHCAX,26.91
496,AMIGX,18.78
497,HILYX,25.94
498,JERIX,17.35
499,FSMVX,23.33
500,LPBAX,23.89
501,DVLCX,25.52
502,VITAX,17.2
503,VAPIX,21.01
504,JM54.SG,23.64
505,S0580.MC,24.21
506,FOOLX,22.52
507,TISCX,20.88
508,FLVIX,23.78
509,QGRIX,23.92
510,PTEFX,22.97
511,NBSTX,19.94
512,UVALX,23.65
513,BCVCX,23.46
514,QUACX,28.78
515,OGGCX,22.7
516,EPLPX,23.7
517,CBBYX,22.27
518,CCIZX,20.8
519,VTCLX,22.18
520,MCAGX,22.15
521,IOCZX,23.89
522,STFFX,20.78
523,OIEIX,22.92
524,PPUNX,21.63
525,HBSGX,28.82
526,BAFFX,20.5
527,PAXWX,19.7
528,HBGIX,22.4
529,BALVX,23.39
530,VALUX,22.12
531,FKDNX,22.28
532,NECOX,24.65
533,RNGGX,22.69
534,S1575.MC,20.21
535,TLXIX,23.04
536,GSURX,21.11
537,RAJTX,23.86
538,JGMNX,27.02
539,HULIX,25.46
540,GMGZX,22.83
541,NWQRX,26.7
542,MAPBX,21.44
543,RINTX,22.76
544,TWQZX,23.15
545,ASIAX,24.24
546,VFSNX,27.3
547,MAGWX,22.69
548,GMWZX,23.37
549,PACBX,23.06
550,AFOIX,25.11
551,FUNDX,21.88
552,LRSCX,28.02
553,MEIAX,23.87
554,GTCSX,26.84
555,CSPCX,26.16
556,HDPSX,27.88
557,FMQRX,24.4
558,CBLSX,22.92
559,RIDBX,24.39
560,JDWRX,22.33
561,TGCNX,19.38
562,RLCOX,23.17
563,HUSIX,31.21
564,S3182.MC,25.33
565,S3273.MC,23.07
566,SMAPX,30.5
567,ODVYX,23.3
568,SVOAX,23.41
569,IGMSX,20.16
570,JLVZX,24.82
571,HWCCX,25.33
572,NBGUX,22.12
573,PRNHX,23.44
574,IAXIX,22.59
575,FSTCX,22.58
576,VHCIX,26.25
577,EQPIX,24.42
578,OGICX,25.46
579,NBICX,23.44
580,MMDEX,19.88
581,IMRFX,23.27
582,ORDNX,19.76
583,JTSZX,22.25
584,AFDAX,19.77
585,MHESX,22.23
586,VEIPX,24.38
587,LBSAX,22.27
588,DSMLX,20.56
589,FAMKX,27.13
590,CGRIX,22.17
591,BPSCX,25.06
592,JMVCX,24.76
593,BMBYX,24.66
594,CNPIX,23.58
595,FLSCX,23.78
596,RSQCX,27.06
597,PJFZX,21.04
598,WFSPX,22.05
599,GHTIX,27.18
600,AACFX,27.46
601,MUSBX,21.58
602,ARRKX,16.64
603,TSEMX,24.42
604,PSCMX,30.25
605,FCYIX,28.38
606,DRYQX,22.09
607,MSIQX,21.61
608,VSMSX,28.11
609,ASPIX,21.05
610,SPWYX,27.13
611,JVLBX,23.34
612,XQ13.SG,25.77
613,LNGZX,25.18
614,AGGAX,22.51
615,DGERX,23.88
616,NYIGLA.CO,21.42
617,CVQTX,23.17
618,CPEAX,22.93
619,KMDIX,27.25
620,JIFNX,25.33
621,IHOAX,21.67
622,MUXAX,22.05
623,ATEYX,20.95
624,JENRX,21.54
625,HACAX,20.97
626,OAKWX,23.06
627,MPGFX,23.42
628,EIRAX,24.52
629,+TASAD1M2.MX,23.44
630,ALARX,21.11
631,RNPFX,23.09
632,PFSAX,23.81
633,FDIVX,20.21
634,TES3.SG,20.32
635,PLDDX,25.18
636,NLCIX,21.05
637,CEMFX,26.79
638,IRSAX,15.6
639,FGADX,37.8
640,ECERX,21.27
641,MRSAX,21.37
642,HULEX,25.46
643,TROSX,22.57
644,OAAIX,24.11
645,INIIX,35.61
646,FNARX,30.77
647,TMGIX,23.34
648,WVALX,20.53
649,NEJCX,25.49
650,DFMVX,23.86
651,PSILX,23.44
652,HHOF.AS,20.8
653,AAHTX,23.56
654,GCVCX,22.92
655,OMCIX,27.25
656,ARFSX,22.89
657,BALCX,23.46
658,HSFNX,29.81
659,WSDAX,25.26
660,STSIX,27.13
661,WHGSX,30.46
662,QFVOX,21.95
663,VSIIX,26.85
664,QSMNX,27.94
665,BGRQX,23.66
666,EATVX,24.06
667,CIMAX,24.39
668,FCPVX,24.59
669,RYNCX,22.06
670,FSGRX,29.56
671,RFKTX,23.35
672,CGRCX,26.54
673,SESVX,26.92
674,TSMLX,23.46
675,HFMCX,24.79
676,TWCGX,20.16
677,RYOCX,20.86
678,DLHIX,27.34
679,BFLAX,24.71
680,BCMPX,24.14
681,NFGIX,24.64
682,QGIAX,20.9
683,VSEAX,24.89
684,RNWGX,25.24
685,WPVAX,24.22
686,S2472.MC,21.83
687,NSGRX,28.72
688,JVMIX,24.69
689,LU93.SG,23.01
690,S0332.MC,22.72
691,FEIKX,23.92
692,LEXCX,23.1
693,JEVCX,27.86
694,PSYGX,26.55
695,JMCVX,24.76
696,SSHVX,23.55
697,TIBCX,22.31
698,ICAWA.AS,29.27
699,MXSNX,23.44
700,THDCX,24.77
701,EKWDX,33.66
702,SHSAX,26.16
703,MLPSX,26.29
704,IBGIX,23.73
705,VGEAX,19.92
706,S3749.MC,22.17
707,JMUEX,21.79
708,BABDX,21.33
709,FIOFX,23.14
710,NGISX,22.05
711,VASVX,25.48
712,PSCIX,26.56
713,THGCX,21.75
714,HBLRX,25.26
715,NDIGV.CO,21.17
716,ICDBX,25.81
717,GGCIX,19.48
718,HIALX,22.34
719,GQEFX,20.81
720,PRILX,20.02
721,IJEAX,23.7
722,HWSCX,28.49
723,MXMIX,22.42
724,HBLCX,25.26
725,SLVAX,24.72
726,ARTQX,22.83
727,JATAX,18.65
728,JISGX,27.68
729,HLMIX,21.99
730,TTFIX,22.95
731,JORNX,22.77
732,VALMX16B0FI.MX,34.59
733,FSDCX,18.39
734,SVSCX,28.26
735,LCBIX,27.74
736,JFNCX,27.58
737,RRRRX,16.9
738,PGOAX,27.95
739,CRRYX,29.73
740,MIGKX,20.08
741,OEPSX,28.93
742,AMCPX,22.86
743,590103.BO,26.96
744,IRSEX,15.6
745,PPTAX,22.93
746,VEIEX,27.17
747,JHVIX,23.94
748,DHTYX,26.78
749,BCIFX,18.42
750,MI97.SW,33.59
751,INDZX,23.28
752,WFGDX,29.41
753,FICDX,20.49
754,MEIIX,23.87
755,AZEMX,24.98
756,VVISX,21.5
757,VSIEX,19.79
758,EHSTX,24.49
759,PRPZX,31.16
760,FTTWX,24.13
761,DFEOX,23.39
762,VICAX,24.51
763,JHQAX,21.59
764,ICPAX,33.86
765,FRSSX,16.07
766,MGGIX,21.42
767,TSWEX,23.54
768,SASWX,29.47
769,GABSX,28.52
770,HSBC-RVBFA.MX,27.37
771,FRRSX,15.75
772,ALVSX,24.34
773,FINAX,24.58
774,CMGVX,22.5
775,QIVCX,21.12
776,CGCIX,23.8
777,SMCWX,26.16
778,OVERX,25.5
779,VCCAX,20.85
780,FDSVX,23.02
781,FSBBX,24.19
782,RFNFX,23.39
783,VLMXP45B1NC.MX,24.86
784,JLKMX,24.05
785,ALSRX,24.83
786,BTIEX,22.05
787,BGSRX,21.72
788,RSPKX,28.69
789,RWMEX,23.2
790,TIEUX,22.76
791,RGCIX,23.28
792,PCONX,25.54
793,DGIFX,24.05
794,LZOEX,25.92
795,TRAOX,23.91
796,IMOWX,23.38
797,VFWPX,23.86
798,FSSRX,29.56
799,INSTV.AS,19.7
800,FLGEX,21.2
801,FDLSX,22.99
802,JLJIX,23.78
803,SISAX,23.36
804,RDCEX,21.76
805,OILVX,23.8
806,AFVPX,23.09
807,BRPJX,23.67
808,VDIGX,21.53
809,GSATX,28.93
810,PJIQX,20.4
811,PFLJX,22.97
812,LEVIX,20.51
813,MGLAX,16.27
814,AZSPX,27.91
815,S3102.MC,21.25
816,RERGX,24.1
817,SNXFX,22.31
818,PVEYX,27.78
819,UMBMX,24.94
820,RYSEX,27.06
821,S3636.MC,21.71
822,MGOAX,23.58
823,JRLIX,24.03
824,ACMVX,24.68
825,ETIHX,35.74
826,FFFGX,23.39
827,LCCIX,30.0
828,ISRAX,23.07
829,VVPLX,24.69
830,HWGIX,24.36
831,HHQAX,22.19
832,RFITX,23.36
833,IPARX,24.31
834,BGLIX,25.42
835,JIFDX,25.33
836,BLPAX,23.66
837,HAVLX,25.45
838,WESIX,26.56
839,JVMAX,24.69
840,TMCTX,24.64
841,PREIX,22.05
842,PINDX,19.97
843,JIFTX,25.33
844,EBMTX,20.97
845,IEOPX,21.43
846,SBPYX,26.57
847,RMFCX,22.63
848,PNRZX,35.14
849,USGLX,20.58
850,IMANX,19.96
851,ETNHX,35.74
852,COGMX,23.39
853,MAMAX,22.9
854,ISESX,23.44
855,EATRX,23.33
856,VSIAX,26.85
857,PSCZX,27.95
858,IJMAX,23.68
859,ENPIX,33.91
860,VICEX,24.51
861,IBNAX,22.29
862,CSIRX,21.31
863,PRVBX,29.45
864,BCREX,16.01
865,RPMGX,24.34
866,NSRIX,20.32
867,ZCAD.SW,23.27
868,FRUAX,31.49
869,RPFRX,15.59
870,FZANX,21.93
871,SFSLX,26.86
872,WMICX,29.65
873,NOSGX,28.27
874,TRREX,16.09
875,AFPIX,26.35
876,SWHGX,23.51
877,RFNBX,23.39
878,NYVTX,22.56
879,EGLBX,19.6
880,PAMCX,24.34
881,PRLAX,25.61
882,JLKAX,23.77
883,FDTGX,24.76
884,VSFIX,29.83
885,WESCX,27.44
886,DPWRX,20.69
887,MBEAX,21.83
888,TVIMX,22.17
889,FMFEX,27.33
890,HICGX,23.72
891,CVGRX,22.17
892,FSCAX,28.7
893,FDFAX,24.76
894,NPSAX,26.88
895,RBCTX,23.8
896,FSLCX,24.12
897,NMAEX,22.04
898,LIDCX,23.65
899,MRIBX,21.37
900,TEMTX,24.09
901,JAMRX,21.05
902,NWGYX,24.26
903,FRVFX,29.21
904,NDMSX,24.1
905,QAGIX,21.59
906,FSMCX,26.2
907,GATEX,22.08
908,CSSPX,15.19
909,CMUAX,24.69
910,GAXCX,22.51
911,LAMRX,20.88
912,FSPTX,19.29
913,PRITX,23.15
914,MINAX,21.65
915,XP6I.SG,20.71
916,RYECX,35.21
917,ARTIX,21.41
918,S3741.MC,22.61
919,BVEFX,23.7
920,ODINX,27.83
921,IRGTX,15.86
922,VWNDX,24.28
923,BX+CAPA.MX,29.51
924,OMGCX,22.84
925,RESCX,24.41
926,WECDX,20.81
927,OXM0.SG,20.13
928,USBOX,20.9
929,WIESX,24.52
930,JAOSX,22.61
931,MVCAX,24.57
932,AEDAX,21.49
933,CCCTX,23.8
934,BIAUX,28.01
935,CLSAX,25.32
936,VAPAX,21.01
937,GRGRX,22.71
938,FKRCX,37.8
939,TMMAX,22.97
940,JLGRX,21.61
941,FGCKX,22.32
942,PQNAX,23.55
943,IVRSX,16.29
944,FPJAX,23.96
945,EDIAX,23.95
946,SNEMX,26.89
947,GCIAX,21.35
948,ERSTX,24.49
949,STHRX,24.43
950,EQTKX,22.76
951,QUAKX,28.78
952,FIGFX,18.91
953,EIREX,15.9
954,JIMSX,23.71
955,OIEAX,21.62
956,MSGIX,28.68
957,FNCMX,22.14
958,VMNIX,24.92
959,CSAZX,23.27
960,EMBIX,26.57
961,JBATX,22.92
962,WFOPX,22.28
963,COVAX,29.73
964,LCEYX,25.13
965,PYSAX,27.86
966,JRVOX,23.19
967,AGSCX,24.69
968,HGHAX,27.92
969,S2967.MC,22.97
970,EKGAX,24.63
971,EKJCX,22.01
972,OVEAX,25.5
973,PSBJX,28.59
974,CWGFX,22.7
975,CNPEX,23.09
976,NVXIX,23.25
977,RLCAX,23.17
978,THPGX,23.36
979,BOYAX,20.63
980,TDMTX,25.78
981,BBVANDQUHN.MX,20.13
982,WCGNX,23.38
983,YAFFX,22.51
984,PAFGX,24.42
985,+TASAD1F1.MX,23.44
986,FRESX,15.98
987,MDIHX,21.92
988,MRGKX,22.37
989,AGGYX,22.51
990,VMGIX,22.83
991,S2248.MC,23.96
992,FBIOX,31.61
993,PFIGX,23.93
994,TEPSX,18.81
995,VSCAX,27.87
996,RIMHX,23.68
997,LISOX,21.42
998,NEFFX,22.69
999,NBQAX,22.55
1000,CAEZX,23.09
1001,TRRHX,23.81
1002,TORCX,29.3
1003,JLHFX,24.18
1004,WSHCX,23.2
1005,SCAUX,22.64
1006,PEXMX,26.13
1007,SVACX,25.13
1008,REPIX,15.77
1009,FSESX,28.92
1010,DVFIX,26.36
1011,TCVYX,26.21
1012,FZACX,22.78
1013,LCEFX,25.13
1014,RSGCX,22.49
1015,AHSAX,28.45
1016,PTWCX,22.0
1017,PMFMX,25.24
1018,KORAF.AS,19.77
1019,LEGAX,20.81
1020,RYCIX,25.5
1021,RLTSX,22.25
1022,WEHIX,23.59
1023,STCAX,20.36
1024,VINEX,23.83
1025,VISGX,25.82
1026,MGRBX,20.26
1027,JHACX,21.02
1028,IRSNX,23.23
1029,LSRCX,28.02
1030,CLSYX,21.93
1031,VWILX,21.91
1032,JRSSX,23.53
1033,PXRIX,15.1
1034,MRLRX,21.05
1035,IBVYX,24.12
1036,VNVYX,26.0
1037,ABSYX,28.39
1038,VSGIX,25.82
1039,CAGEX,23.13
1040,WFPCX,24.5
1041,RWICX,22.7
1042,QUASX,28.78
1043,WFGWX,23.55
1044,CPOCX,23.99
1045,PRRAX,16.3
1046,RBFTX,23.56
1047,MSSMX,23.49
1048,BQLCX,25.05
1049,RIFYX,26.36
1050,TWEBX,24.21
1051,VWNAX,23.33
1052,LCTIX,36.13
1053,NNGAX,22.12
1054,HUSEX,31.21
1055,MFBFX,23.25
1056,ASQAX,28.37
1057,PJDZX,21.9
1058,ARTJX,25.37
1059,JLIAX,23.78
1060,DFTPX,28.12
1061,FCBFX,25.49
1062,UBVLX,27.25
1063,CCCIX,32.5
1064,JGMCX,27.02
1065,MNDFX,23.54
1066,IMSIX,26.27
1067,BREIX,21.93
1068,WGFIX,20.33
1069,LPEIX,24.54
1070,FVDFX,23.04
1071,VADAX,23.01
1072,MDIKX,21.92
1073,PAFDX,25.73
1074,BDSRX,23.0
1075,FASRX,25.09
1076,ISOPX,27.62
1077,AMPCX,22.86
1078,VSCPX,26.39
1079,DODFX,25.31
1080,REAAX,23.93
1081,PTWZX,22.0
1082,INUTX,24.25
1083,RSGTX,22.49
1084,JCVVX,25.64
1085,DFREX,15.84
1086,KDHSX,23.28
1087,PNRAX,22.39
1088,PNECX,23.09
1089,MLPOX,36.51
1090,RYPNX,29.81
1091,LMLSX,22.1
1092,JYIOBAK.CO,20.81
1093,HARSX,22.3
1094,HCYIX,23.69
1095,FOCIX,29.84
1096,SBVLX,27.74
1097,GTLOX,20.62
1098,LMIRX,23.04
1099,MGQIX,19.83
1100,IRESX,16.14
1101,DRSVX,27.93
1102,AGRDX,20.16
1103,FGITX,24.16
1104,GOPAX,28.96
1105,NSBRX,20.83
1106,GSGSX,22.71
1107,VMGMX,22.83
1108,AGGIX,22.03
1109,PPVIX,27.71
1110,BMCRX,19.75
1111,PTBMX,23.5
1112,S3723.MC,23.75
1113,MFQAX,22.06
1114,RSMYX,30.6
1115,LCBEX,22.01
1116,H2ZV.SG,22.21
1117,IEDIX,24.29
1118,DROIX,25.61
1119,PCVRX,25.54
1120,KGGAX,33.58
1121,HIIGX,21.29
1122,TWQCX,23.15
1123,FHCIX,26.88
1124,VALUEF1A.MX,30.32
1125,VQNPX,21.57
1126,CHDVX,23.44
1127,JGYIX,22.95
1128,FSRBX,27.94
1129,FAMVX,22.51
1130,PGLRX,22.48
1131,PDRYX,22.19
1132,BIEMX,25.17
1133,S0104.MC,22.84
1134,EVSEX,24.95
1135,WEECX,23.73
1136,ALSIX,24.28
1137,VINIX,22.04
1138,S1704.MC,20.49
1139,JERAX,17.35
1140,TRRMX,23.31
1141,IVGSX,24.78
1142,TEGIX,22.85
1143,MMACX,22.9
1144,RFIDX,21.85
1145,JEPSX,21.72
1146,FFNOX,22.71
1147,FEQTX,24.4
1148,XDNIX,24.07
1149,JILGX,24.23
1150,SUWAX,22.02
1151,CPXIX,25.92
1152,NBMIX,28.28
1153,WFILX,22.05
1154,JNVIX,20.36
1155,GGPCX,23.47
1156,STFRX,24.52
1157,MIMFX,29.6
1158,OARDX,19.79
1159,RSDFX,24.25
1160,BMCIX,25.42
1161,ARIIX,16.68
1162,PRHSX,27.37
1163,RPXIX,22.19
1164,OIDYX,22.08
1165,EPIVX,26.21
1166,CEMVX,26.68
1167,JRINX,23.13
1168,PEQZX,24.45
1169,NBFCX,18.7
1170,VTMSX,28.03
1171,HRLYX,28.31
1172,ACSTX,26.27
1173,WWWEX,18.81
1174,NEAMX,20.99
1175,MNDJX,25.22
1176,CDCRX,22.47
1177,JIERX,19.79
1178,MGILX,24.88
1179,OCSGX,27.72
1180,MCHFX,26.07
1181,PVSAX,27.69
1182,TCOIX,23.09
1183,RYTIX,19.18
1184,WBIGX,20.89
1185,DHPIX,25.85
1186,FSRFX,22.78
1187,PMYRX,22.64
1188,NBGIX,23.3
1189,RGWCX,21.05
1190,FRSGX,23.82
1191,IMLPX,34.49
1192,ANEFX,22.69
1193,JOBBX,23.08
1194,S3888.MC,25.31
1195,WSMNX,25.66
1196,WFENX,24.42
1197,BPSEU.AS,12.98
1198,SBMAX,21.78
1199,ISTIX,21.75
1200,GAOCX,23.54
1201,IBNYX,22.29
1202,WSBFX,20.88
1203,PRIDX,24.2
1204,TESGX,23.29
1205,DHLTX,26.78
1206,DVRBX,22.37
1207,TCZPX,23.09
1208,GIZYX,23.41
1209,TAREX,18.13
1210,JLMOX,24.05
1211,MCVCX,25.53
1212,GREIX,15.5
1213,APPLX,24.69
1214,DFFVX,28.12
1215,IBALX,22.19
1216,RYESX,29.14
1217,LEQCX,25.29
1218,PFSZX,23.81
1219,IEDRX,24.29
1220,PGRNX,20.09
1221,GREAX,15.5
1222,MIGFX,20.08
1223,FSCSX,17.11
1224,VAFRX,21.68
1225,PDPCX,22.51
1226,TIMVX,25.11
1227,TRRPX,16.27
1228,RGAFX,23.63
1229,EXEYX,23.06
1230,RTLCX,21.47
1231,PGTAX,19.76
1232,FDTRX,22.28
1233,RLGYX,23.07
1234,STCIX,20.36
1235,TEFQX,24.25
1236,RRMVX,26.55
1237,S0587.MC,23.23
1238,WBEIX,25.17
1239,BGSAX,21.72
1240,RRCOX,22.7
1241,FSCTX,26.06
1242,AMGIX,22.75
1243,MMTSX,22.81
1244,DVEAX,22.29
1245,PWJZX,20.8
1246,EVSYX,22.0
1247,CWGIX,22.7
1248,VPACX,25.15
1249,EQNVX,22.85
1250,FSSAX,29.56
1251,AIZCX,21.53
1252,SHCDX,35.1
1253,HEMAX,24.17
1254,LAVPX,23.97
1255,SLMCX,20.8
1256,PRSVX,28.88
1257,XQ1C.SG,25.9
1258,LADRX,28.79
1259,ABCVX,20.8
1260,CSCZX,29.18
1261,TRGRX,16.54
1262,HEQCX,22.86
1263,QCLGX,20.32
1264,BEGRX,21.03
1265,GSXAX,28.16
1266,TILDX,23.54
1267,GSMCX,24.93
1268,RYKIX,26.62
1269,RYENX,35.21
1270,CIMCX,24.39
1271,PSBPX,28.59
1272,AREMX,22.83
1273,SGFFX,27.43
1274,BMPSX,25.91
1275,536960.BO,31.83
1276,JFFCX,22.26
1277,FSAIX,30.22
1278,JVTAX,27.22
1279,XU8L.SW,32.48
1280,BIGRX,22.75
1281,ASQIX,28.37
1282,SWOF.SW,23.9
1283,TCMGX,22.8
1284,CQURX,20.84
1285,FTFEX,23.91
1286,FLPSX,21.88
1287,UQ2C.SG,20.96
1288,LMOFX,25.62
1289,EREMX,29.87
1290,WMCVX,27.52
1291,FLCGX,25.17
1292,CREEX,16.53
1293,THVRX,21.75
1294,TCPIX,20.23
1295,FGIOX,24.16
1296,RYAMX,23.62
1297,TETIX,26.9
1298,SEEGX,21.61
1299,FSGFX,21.87
1300,ONGFX,22.91
1301,MDFSX,23.54
1302,CAACX,22.52
1303,FCNTX,21.59
1304,FIVLX,23.7
1305,LMORX,25.62
1306,JLFOX,24.13
1307,HCMGX,20.86
1308,MCLVX,22.64
1309,FDIGX,24.76
1310,VARIX,22.15
1311,PARMX,21.48
1312,WESNX,28.72
1313,DSFRX,20.44
1314,GFACX,23.63
1315,VHCAX,23.27
1316,ISCIX,21.68
1317,FSTKX,22.94
1318,OGBCX,23.16
1319,GPROX,24.54
1320,FBFTX,23.56
1321,MRSPX,21.41
1322,NESGX,26.79
1323,SCWCX,26.16
1324,ABWCX,22.86
1325,TAGRX,22.81
1326,GSFTX,22.27
